cust_id,age,gender,location,platform,followers,eng_rate,ad_click_rate,brand_time_week,ugc_shares,monthly_purchases,avg_spend_ghs,trust_score,satisfaction_score,loyalty_score,nps_score,infl_score,promo_sens,brand_switch,satisfaction_cat,infl_cat,follower_segment,eng_rate_scaled,ad_click_rate_scaled,brand_time_week_scaled,ugc_shares_scaled,monthly_purchases_scaled,avg_spend_ghs_scaled,trust_score_scaled,satisfaction_score_scaled,loyalty_score_scaled,nps_score_scaled,infl_score_scaled,Digital_Engagement_Score,Cust_Value_Score,Brand_Rel_Score,Eng_Segment,Value_Segment,Influencer_Tier,Eng_Efficiency,Platform_Loc_Fit,Ugc_Effectiveness,Eng_Trust_Conversion,Click_Purchase_Efficiency,Loyalty_Resilience,Growth_Potential,Profit_Potential,BehaviorType_Score
Cust096,56.0,Female,Rural,Linkedin,25647.0,8.24,2.64,159.06,0,1.0,249.31,8.0,4.0,8.0,4.0,4.0,1.0,0.0,Low,Low,20K-50K,0.832,0.529,0.507,0.0,0.0,0.1,0.778,0.333,0.778,0.333,0.333,0.467,0.1,0.556,High_Engager,Standard_Customer,Mid-Tier,0.051,4.797,0.0,0.05,0.275,8.0,0.282,0.078,0.0
Cust009,28.0,Male,Rural,Linkedin,3536.0,4.716605783866058,0.89,191.99,1,8.0,55.29,9.0,7.0,7.0,1.0,10.0,1.0,0.0,Medium,High,1K-5K,0.447,0.171,0.622,1.0,0.875,0.0,0.889,0.667,0.667,0.0,1.0,0.56,0.875,0.556,Medium_Engager,Standard_Customer,,0.024,4.797,9.0,0.047,4.233,7.0,0.858,0.778,0.0
Cust056,59.0,Male,Rural,Linkedin,34763.0,5.0,0.42,245.74,1,7.0,1016.08,5.0,5.0,1.0,3.0,8.0,0.0,1.0,Medium,High,20K-50K,0.478,0.076,0.81,1.0,0.75,0.495,0.444,0.444,0.0,0.222,0.778,0.591,1.245,0.278,Medium_Engager,High_Value_Customer,Macro,0.02,4.797,5.0,0.02,4.93,0.0,0.903,0.553,1.245
Cust093,50.0,Male,Urban,Linkedin,25647.0,3.53,4.85,136.87,0,5.0,549.23,6.0,2.0,5.0,9.0,5.0,1.0,1.0,Low,Medium,20K-50K,0.317,0.98,0.429,0.0,0.5,0.255,0.556,0.111,0.444,0.889,0.444,0.432,0.755,0.5,Medium_Engager,Standard_Customer,Mid-Tier,0.026,4.365,0.0,0.044,0.855,0.0,0.631,0.42,0.0
Cust014,20.0,Female,Rural,Facebook,30846.0,7.81,1.86,285.62,1,2.0,258.06,6.0,1.0,9.0,10.0,8.0,1.0,1.0,Low,High,20K-50K,0.785,0.369,0.95,1.0,0.125,0.105,0.556,0.0,0.889,1.0,0.778,0.776,0.23,0.611,High_Engager,Standard_Customer,Macro,0.027,5.74,6.0,0.021,0.699,0.0,0.471,0.128,0.0
Cust075,43.0,Female,Urban,Twitter,5901.0,6.06,4.53,233.97,0,8.0,998.4,7.0,2.0,5.0,2.0,8.0,1.0,1.0,Low,High,5K-20K,0.594,0.914,0.769,0.0,0.875,0.486,0.667,0.111,0.444,0.111,0.778,0.569,1.361,0.333,High_Engager,High_Value_Customer,Macro,0.026,5.301,0.0,0.03,1.447,0.0,1.061,0.908,0.0
Cust046,24.0,Male,Urban,Twitter,10592.0,4.49,0.29,182.3,1,8.0,1087.12,2.0,3.0,6.0,6.0,9.0,1.0,1.0,Low,High,5K-20K,0.422,0.049,0.588,1.0,0.875,0.532,0.111,0.222,0.556,0.556,0.889,0.515,1.407,0.361,Medium_Engager,High_Value_Customer,Macro,0.024,5.301,2.0,0.011,6.202,0.0,1.133,0.156,0.0
Cust053,21.0,Male,Urban,Linkedin,23193.0,0.89,2.8062205825653357,89.29,0,5.0,1402.75,7.0,10.0,3.0,2.0,2.0,0.0,1.0,High,Low,20K-50K,0.027,0.562,0.263,0.0,0.5,0.694,0.667,1.0,0.222,0.111,0.111,0.213,1.194,0.5,Low_Engager,High_Value_Customer,Micro,0.01,4.365,0.0,0.078,1.314,0.0,0.783,0.796,1.194
Cust040,31.0,Female,Rural,Facebook,31316.0,6.77,3.36,23.11,0,3.0,1267.0,4.0,10.0,3.0,7.0,2.0,0.0,0.0,High,Low,20K-50K,0.671,0.676,0.031,0.0,0.25,0.625,0.333,1.0,0.222,0.667,0.111,0.344,0.875,0.556,High_Engager,Standard_Customer,Micro,0.281,5.74,0.0,0.166,0.688,3.0,0.592,0.291,0.875
Cust030,32.0,Female,Rural,Instagram,18689.0,0.74,4.53,208.57,1,4.0,413.49,6.0,8.0,5.0,1.0,1.0,0.0,1.0,High,Low,5K-20K,0.011,0.914,0.68,1.0,0.375,0.185,0.556,0.778,0.444,0.0,0.0,0.651,0.56,0.444,Low_Engager,Standard_Customer,Micro,0.004,6.105,6.0,0.029,0.723,0.0,0.425,0.311,0.56
Cust010,41.0,Female,Urban,Facebook,8854.0,8.31,3.75,179.45,1,3.0,277.56,6.0,7.0,5.0,7.0,9.0,0.0,0.0,Medium,High,5K-20K,0.84,0.755,0.578,1.0,0.25,0.115,0.556,0.667,0.444,0.667,0.889,0.793,0.365,0.584,High_Engager,Standard_Customer,Macro,0.046,4.851,6.0,0.033,0.632,5.0,0.486,0.203,0.365
Cust041,26.0,Female,Rural,Facebook,401.0,3.16,3.76,17.65,0,9.0,1102.57,9.0,7.0,6.0,8.0,6.0,0.0,1.0,Medium,Medium,0-1K,0.276,0.757,0.012,0.0,1.0,0.54,0.889,0.667,0.556,0.778,0.556,0.261,1.54,0.722,Low_Engager,High_Value_Customer,Mid-Tier,0.169,5.74,0.0,0.483,1.891,0.0,1.146,1.369,1.54
Cust006,36.0,Female,Rural,Linkedin,6993.0,3.22,3.68,192.53,0,7.0,1384.91,10.0,3.0,9.0,10.0,10.0,1.0,0.0,Low,High,5K-20K,0.283,0.741,0.624,0.0,0.75,0.685,1.0,0.222,0.889,1.0,1.0,0.412,1.435,0.778,Medium_Engager,High_Value_Customer,,0.017,4.797,0.0,0.052,1.496,9.0,1.239,1.435,0.0
Cust049,31.0,Male,Urban,Instagram,19878.0,7.7,4.44,254.21,1,9.0,1108.56,3.0,2.0,1.0,6.0,9.0,0.0,1.0,Low,High,5K-20K,0.773,0.896,0.84,1.0,1.0,0.543,0.222,0.111,0.0,0.556,0.889,0.877,1.543,0.222,High_Engager,High_Value_Customer,Macro,0.03,4.715,3.0,0.012,1.654,0.0,1.104,0.343,1.543
Cust030,32.0,Female,Rural,Instagram,18689.0,0.74,4.53,208.57,1,4.0,413.49,9.0,8.0,5.0,1.0,1.0,0.0,1.0,High,Low,5K-20K,0.011,0.914,0.68,1.0,0.375,0.185,0.889,0.778,0.444,0.0,0.0,0.651,0.56,0.528,Low_Engager,Standard_Customer,Micro,0.004,6.105,9.0,0.043,0.723,0.0,0.425,0.498,0.56
Cust002,32.0,Male,Urban,Linkedin,40918.0,5.99,0.59,31.4,1,3.0,935.82,5.0,7.0,6.0,2.0,6.0,0.0,1.0,Medium,Medium,20K-50K,0.586,0.11,0.06,1.0,0.25,0.454,0.444,0.667,0.556,0.111,0.556,0.439,0.704,0.444,Medium_Engager,Standard_Customer,Mid-Tier,0.185,4.365,5.0,0.154,1.887,0.0,0.645,0.313,0.704
Cust016,19.0,Male,Urban,Twitter,48504.0,6.42,1.7,142.14,1,2.99,1504.65,1.0,7.0,8.0,5.0,5.0,1.0,0.0,Medium,Medium,20K-50K,0.633,0.337,0.448,1.0,0.249,0.747,0.0,0.667,0.778,0.444,0.444,0.604,0.996,0.472,High_Engager,High_Value_Customer,Mid-Tier,0.045,5.301,1.0,0.007,1.107,8.0,0.842,0.0,0.0
Cust077,58.0,Female,Rural,Facebook,49789.0,5.97,2.46,257.13,1,3.0,1555.17,7.0,1.0,6.0,6.0,8.0,1.0,0.0,Low,High,20K-50K,0.584,0.492,0.85,1.0,0.25,0.773,0.667,0.0,0.556,0.556,0.778,0.732,1.023,0.445,Medium_Engager,High_Value_Customer,Macro,0.023,5.74,7.0,0.027,0.867,6.0,0.881,0.682,0.0
Cust030,32.0,Female,Rural,Instagram,18689.0,0.74,2.5950457672833642,208.57,1,4.0,413.49,9.0,8.0,5.0,1.0,1.0,0.0,1.0,High,Low,5K-20K,0.011,0.519,0.68,1.0,0.375,0.185,0.889,0.778,0.444,0.0,0.0,0.552,0.56,0.528,Low_Engager,Standard_Customer,Micro,0.004,6.105,9.0,0.043,1.113,0.0,0.425,0.498,0.56
Cust012,57.0,Male,Urban,Linkedin,5995.0,1.71,4.95,23.18,0,3.0,1231.9,8.0,7.0,6.0,5.0,10.0,1.0,1.0,Medium,High,5K-20K,0.117,1.0,0.031,0.0,0.25,0.606,0.778,0.667,0.556,0.444,1.0,0.287,0.856,0.611,Low_Engager,Standard_Customer,,0.071,4.365,0.0,0.331,0.504,0.0,0.825,0.666,0.0
Cust054,19.0,Male,Rural,Twitter,25647.0,8.63,3.09,26.35,1,6.0,375.12,4.0,2.0,3.0,7.0,8.0,1.0,1.0,Low,High,20K-50K,0.875,0.62,0.042,1.0,0.625,0.165,0.333,0.111,0.222,0.667,0.778,0.634,0.79,0.333,High_Engager,Standard_Customer,Macro,0.316,5.342,4.0,0.146,1.467,0.0,0.674,0.263,0.0
Cust046,24.0,Male,Urban,Twitter,10592.0,4.49,0.29,182.3,1,8.0,1087.12,2.0,3.0,6.0,2.0,9.0,1.0,1.0,Low,High,5K-20K,0.422,0.049,0.588,1.0,0.875,0.532,0.111,0.222,0.556,0.111,0.889,0.515,1.407,0.25,Medium_Engager,High_Value_Customer,Macro,0.024,5.301,2.0,0.011,6.202,0.0,1.133,0.156,0.0
Cust080,18.0,Female,Rural,Linkedin,10747.0,4.85,0.28,264.23,0,8.0,1152.74,3.0,2.0,5.0,9.0,9.0,1.0,1.0,Low,High,5K-20K,0.461,0.047,0.875,0.0,0.875,0.566,0.222,0.111,0.444,0.889,0.889,0.346,1.441,0.416,Medium_Engager,High_Value_Customer,Macro,0.018,4.797,0.0,0.011,6.25,0.0,1.131,0.32,0.0
Cust047,25.0,Male,Rural,Linkedin,35843.0,2.85,2.75,167.60701543777367,1,6.0,179.91,2.0,4.0,5.0,1.0,2.0,0.0,0.0,Low,Low,20K-50K,0.242,0.551,0.537,1.0,0.625,0.064,0.111,0.333,0.444,0.0,0.111,0.582,0.689,0.222,Low_Engager,Standard_Customer,Micro,0.017,4.797,2.0,0.012,1.6,5.0,0.524,0.076,0.689
Cust087,38.0,Male,Rural,Linkedin,2468.0,1.16,1.87,71.76,0,4.0,876.01,2.0,10.0,8.0,5.0,10.0,0.0,0.0,High,High,1K-5K,0.057,0.371,0.201,0.0,0.375,0.423,0.111,1.0,0.778,0.444,1.0,0.157,0.798,0.583,Low_Engager,Standard_Customer,,0.016,4.797,0.0,0.027,1.394,8.0,0.834,0.089,0.798
Cust093,50.0,Male,Urban,Linkedin,25647.0,3.53,4.85,136.87,0,5.0,549.23,3.0,2.0,5.0,9.0,5.0,1.0,1.0,Low,Medium,20K-50K,0.317,0.98,0.429,0.0,0.5,0.255,0.222,0.111,0.444,0.889,0.444,0.432,0.755,0.416,Medium_Engager,Standard_Customer,Mid-Tier,0.026,4.365,0.0,0.022,0.855,0.0,0.631,0.168,0.0
Cust026,44.0,Female,Urban,Facebook,37510.0,4.716605783866058,1.6,212.47,0,9.0,1664.48,7.0,1.0,2.0,3.0,10.0,0.0,0.0,Low,High,20K-50K,0.447,0.316,0.694,0.0,1.0,0.829,0.667,0.0,0.111,0.222,1.0,0.364,1.829,0.25,Medium_Engager,High_Value_Customer,,0.022,4.851,0.0,0.033,3.462,2.0,1.32,1.22,1.829
Cust044,37.0,Male,Rural,Linkedin,799.0,5.77,0.46,179.42905196646737,0,4.0,742.96,2.0,5.0,8.0,6.0,9.0,0.0,0.0,Medium,High,0-1K,0.562,0.084,0.578,0.0,0.375,0.354,0.111,0.444,0.778,0.556,0.889,0.306,0.729,0.472,Medium_Engager,Standard_Customer,Macro,0.032,4.797,0.0,0.011,2.74,8.0,0.771,0.081,0.729
Cust054,19.0,Male,Rural,Twitter,669.0,8.63,3.09,26.35,1,6.0,375.12,4.0,2.0,3.0,6.0,8.0,1.0,1.0,Low,High,0-1K,0.875,0.62,0.042,1.0,0.625,0.165,0.333,0.111,0.222,0.556,0.778,0.634,0.79,0.306,High_Engager,Standard_Customer,Macro,0.316,5.342,4.0,0.146,1.467,0.0,0.674,0.263,0.0
Cust007,40.0,Female,Urban,Twitter,14473.0,6.11,4.02,211.77,1,8.0,221.34,1.0,2.0,5.0,10.0,2.0,0.0,1.0,Low,Low,5K-20K,0.599,0.81,0.691,1.0,0.875,0.086,0.0,0.111,0.444,1.0,0.111,0.775,0.961,0.389,High_Engager,Standard_Customer,Micro,0.029,5.301,1.0,0.005,1.594,0.0,0.688,0.0,0.961
Cust041,26.0,Male,Rural,Facebook,401.0,3.16,3.76,17.65,0,9.0,1102.57,9.0,7.0,6.0,8.0,9.0,0.0,1.0,Medium,High,0-1K,0.276,0.757,0.012,0.0,1.0,0.54,0.889,0.667,0.556,0.778,0.889,0.261,1.54,0.722,Low_Engager,High_Value_Customer,Macro,0.169,5.74,0.0,0.483,1.891,0.0,1.213,1.369,1.54
Cust056,59.0,Male,Rural,Linkedin,34763.0,5.0,0.42,179.63555042111705,1,7.0,1016.08,5.0,7.0,1.0,3.0,8.0,0.0,1.0,Medium,High,20K-50K,0.478,0.076,0.579,1.0,0.75,0.495,0.444,0.667,0.0,0.222,0.778,0.533,1.245,0.333,Medium_Engager,High_Value_Customer,Macro,0.028,4.797,5.0,0.028,4.93,0.0,0.903,0.553,1.245
Cust002,32.0,Male,Urban,Linkedin,40918.0,5.99,0.59,31.4,1,3.0,935.82,5.0,7.0,6.0,6.0,4.0,0.0,1.0,Medium,Low,20K-50K,0.586,0.11,0.06,1.0,0.25,0.454,0.444,0.667,0.556,0.556,0.333,0.439,0.704,0.556,Medium_Engager,Standard_Customer,Mid-Tier,0.185,4.365,5.0,0.154,1.887,0.0,0.6,0.313,0.704
Cust029,33.0,Male,Rural,Facebook,8308.0,1.25,0.05,246.0,0,9.0,1659.01,5.0,3.0,5.0,7.0,2.0,1.0,1.0,Low,Low,5K-20K,0.067,0.0,0.811,0.0,1.0,0.827,0.444,0.222,0.444,0.667,0.111,0.22,1.827,0.444,Low_Engager,High_Value_Customer,Micro,0.005,5.74,0.0,0.02,8.571,0.0,1.207,0.811,0.0
Cust084,41.0,Female,Urban,Facebook,24476.0,9.63,3.73,228.99,0,6.0,1920.2,2.0,5.0,9.0,4.0,6.0,0.0,0.0,Medium,Medium,20K-50K,0.985,0.751,0.752,0.0,0.625,0.961,0.111,0.444,0.889,0.333,0.556,0.622,1.586,0.444,High_Engager,High_Value_Customer,Mid-Tier,0.042,4.851,0.0,0.009,1.268,9.0,1.241,0.176,1.586
Cust076,42.0,Female,Rural,Linkedin,19290.0,9.43,0.56,160.85,0,6.0,847.46,1.0,3.0,3.0,5.0,3.0,0.0,1.0,Low,Low,5K-20K,0.963,0.104,0.513,0.0,0.625,0.408,0.0,0.222,0.222,0.444,0.222,0.395,1.033,0.222,High_Engager,High_Value_Customer,Micro,0.058,4.797,0.0,0.006,3.846,0.0,0.709,0.0,1.033
Cust094,22.0,Male,Urban,Facebook,22486.0,8.53,0.22,272.21,0,4.0,1463.5708000000013,4.0,5.0,6.0,7.0,7.0,1.0,1.0,Medium,Medium,20K-50K,0.864,0.035,0.903,0.0,0.375,0.726,0.333,0.444,0.556,0.667,0.667,0.45,1.101,0.5,High_Engager,High_Value_Customer,Macro,0.031,4.851,0.0,0.015,3.279,0.0,0.905,0.367,0.0
Cust042,43.0,Male,Rural,Twitter,45336.0,9.57,3.96,119.17,0,5.0,905.55,10.0,5.0,2.0,1.0,8.0,0.0,1.0,Medium,High,20K-50K,0.978,0.798,0.367,0.0,0.5,0.438,1.0,0.444,0.111,0.0,0.778,0.536,0.938,0.389,High_Engager,Standard_Customer,Macro,0.08,5.342,0.0,0.083,1.008,0.0,0.741,0.938,0.938
Cust067,25.0,Female,Rural,Facebook,45117.0,6.45,4.74,185.79,1,8.0,1521.54,4.0,10.0,9.0,4.0,10.0,0.0,0.0,High,High,20K-50K,0.636,0.957,0.601,1.0,0.875,0.756,0.333,1.0,0.889,0.333,1.0,0.798,1.631,0.639,High_Engager,High_Value_Customer,,0.035,5.74,4.0,0.021,1.394,9.0,1.356,0.543,1.631
Cust082,24.0,Male,Rural,Facebook,23455.0,4.716605783866058,0.59,48.86,1,5.0,1218.11,8.0,7.0,1.0,9.0,10.0,0.0,0.0,Medium,High,20K-50K,0.447,0.11,0.121,1.0,0.5,0.599,0.778,0.667,0.0,0.889,1.0,0.42,1.099,0.584,Medium_Engager,High_Value_Customer,,0.095,5.74,8.0,0.16,3.145,1.0,0.859,0.855,1.099
Cust056,59.0,Male,Rural,Linkedin,34763.0,5.0,0.42,245.74,1,7.0,1016.08,5.0,7.0,1.0,3.0,8.0,0.0,1.0,Medium,High,20K-50K,0.478,0.076,0.81,1.0,0.75,0.495,0.444,0.667,0.0,0.222,0.778,0.591,1.245,0.333,Medium_Engager,High_Value_Customer,Macro,0.02,4.797,5.0,0.02,4.93,0.0,0.903,0.553,1.245
Cust046,24.0,Male,Urban,Linkedin,10592.0,4.49,0.29,182.3,1,8.0,1087.12,2.0,3.0,6.0,2.0,9.0,1.0,1.0,Low,High,5K-20K,0.422,0.049,0.588,1.0,0.875,0.532,0.111,0.222,0.556,0.111,0.889,0.515,1.407,0.25,Medium_Engager,High_Value_Customer,Macro,0.024,4.365,2.0,0.011,6.202,0.0,1.133,0.156,0.0
Cust050,34.0,Female,Urban,Linkedin,26741.0,0.64,1.75,172.76947680401545,1,1.0,891.48,6.0,1.0,10.0,7.0,8.0,0.0,0.0,Low,High,20K-50K,0.0,0.347,0.555,1.0,0.0,0.431,0.556,0.0,1.0,0.667,0.778,0.476,0.431,0.556,Low_Engager,Standard_Customer,Macro,0.004,4.365,6.0,0.035,0.364,10.0,0.614,0.24,0.431
Cust040,31.0,Female,Urban,Facebook,31316.0,6.77,3.36,23.11,0,3.0,1267.0,4.0,10.0,3.0,7.0,2.0,0.0,0.0,High,Low,20K-50K,0.671,0.676,0.031,0.0,0.25,0.625,0.333,1.0,0.222,0.667,0.111,0.344,0.875,0.556,High_Engager,Standard_Customer,Micro,0.281,4.851,0.0,0.166,0.688,3.0,0.592,0.291,0.875
Cust024,39.0,Male,Rural,Instagram,9107.0,5.4,2.53,292.57,0,7.0,143.78,1.0,3.0,5.0,4.0,10.0,0.0,1.0,Low,High,5K-20K,0.521,0.506,0.974,0.0,0.75,0.046,0.0,0.222,0.444,0.333,1.0,0.5,0.796,0.25,Medium_Engager,Standard_Customer,,0.018,6.105,0.0,0.003,1.983,0.0,0.766,0.0,0.796
Cust088,28.0,Male,Urban,Linkedin,12139.0,1.46,1.43,49.55,1,1.0,639.7223999999994,2.0,10.0,3.0,6.0,9.0,1.0,1.0,High,High,5K-20K,0.09,0.282,0.124,1.0,0.0,0.301,0.111,1.0,0.222,0.556,0.889,0.374,0.301,0.472,Low_Engager,Standard_Customer,Macro,0.029,4.365,2.0,0.04,0.412,0.0,0.403,0.033,0.0
Cust062,27.0,Female,Urban,Twitter,18170.0,4.29,0.42,256.4,0,3.0,1568.22,2.0,9.0,9.0,8.0,5.0,0.0,0.0,High,Medium,5K-20K,0.4,0.076,0.848,0.0,0.25,0.78,0.111,0.889,0.889,0.778,0.444,0.331,1.03,0.667,Medium_Engager,High_Value_Customer,Mid-Tier,0.017,5.301,0.0,0.008,2.113,9.0,0.885,0.114,1.03
Cust035,26.0,Male,Urban,Facebook,47302.0,2.15,2.87,166.98752007382467,1,6.0,1197.2,9.0,6.0,8.0,5.0,8.0,1.0,0.0,Medium,High,20K-50K,0.165,0.576,0.535,1.0,0.625,0.589,0.889,0.556,0.778,0.444,0.778,0.569,1.214,0.667,Low_Engager,High_Value_Customer,Macro,0.013,4.851,9.0,0.054,1.55,8.0,1.04,1.079,0.0
Cust034,38.0,Male,Urban,Linkedin,43625.0,4.39,4.75,285.44,1,4.0,666.58,6.0,5.0,5.0,3.0,6.0,0.0,0.0,Medium,Medium,20K-50K,0.411,0.959,0.949,1.0,0.375,0.315,0.556,0.444,0.444,0.222,0.556,0.83,0.69,0.416,Medium_Engager,Standard_Customer,Mid-Tier,0.015,4.365,6.0,0.021,0.696,5.0,0.614,0.384,0.69
Cust057,21.0,Male,Rural,Linkedin,36731.0,4.716605783866058,3.5,299.92,1,4.0,1495.85,8.0,7.0,2.0,7.0,5.0,0.0,0.0,Medium,Medium,20K-50K,0.447,0.704,1.0,1.0,0.375,0.742,0.778,0.667,0.111,0.667,0.444,0.788,1.117,0.556,Medium_Engager,High_Value_Customer,Mid-Tier,0.016,4.797,8.0,0.027,0.889,2.0,0.781,0.869,1.117
Cust051,53.0,Female,Rural,Facebook,34684.0,1.6,0.59,145.92,1,5.0,698.99,8.0,5.0,4.0,3.0,9.0,1.0,1.0,Medium,High,20K-50K,0.105,0.11,0.461,1.0,0.5,0.332,0.778,0.444,0.333,0.222,0.889,0.419,0.832,0.444,Low_Engager,Standard_Customer,Macro,0.011,5.74,8.0,0.054,3.145,0.0,0.744,0.647,0.0
Cust078,46.0,Female,Urban,Facebook,38854.0,4.19,0.06,170.05,1,9.0,73.8,3.0,9.0,2.0,1.0,1.0,0.0,0.0,High,Low,20K-50K,0.389,0.002,0.545,1.0,1.0,0.01,0.222,0.889,0.111,0.0,0.0,0.484,1.01,0.306,Medium_Engager,High_Value_Customer,Micro,0.024,4.851,3.0,0.018,8.491,2.0,0.628,0.224,1.01
Cust009,28.0,Male,Rural,Linkedin,3536.0,0.85,0.89,191.99,1,8.0,55.29,9.0,7.0,7.0,1.0,10.0,1.0,0.0,Medium,High,1K-5K,0.023,0.171,0.622,1.0,0.875,0.0,0.889,0.667,0.667,0.0,1.0,0.454,0.875,0.556,Low_Engager,Standard_Customer,,0.004,4.797,9.0,0.047,4.233,7.0,0.858,0.778,0.0
Cust029,33.0,Male,Rural,Linkedin,8308.0,1.25,0.05,246.0,0,9.0,1659.01,5.0,3.0,3.0,7.0,2.0,1.0,1.0,Low,Low,5K-20K,0.067,0.0,0.811,0.0,1.0,0.827,0.444,0.222,0.222,0.667,0.111,0.22,1.827,0.389,Low_Engager,High_Value_Customer,Micro,0.005,4.797,0.0,0.02,8.571,0.0,1.163,0.811,0.0
Cust038,21.0,Male,Urban,Twitter,18811.0,4.716605783866058,1.47,280.49,1,8.0,1441.88,9.0,2.0,7.0,7.0,4.0,1.0,1.0,Low,Low,5K-20K,0.447,0.29,0.932,1.0,0.875,0.715,0.889,0.111,0.667,0.667,0.333,0.667,1.59,0.584,Medium_Engager,High_Value_Customer,Mid-Tier,0.017,5.301,9.0,0.032,3.239,0.0,1.154,1.414,0.0
Cust094,22.0,Female,Urban,Facebook,22486.0,8.53,0.22,180.6680426943654,0,4.04,1465.89,4.0,5.0,6.0,7.0,7.0,1.0,1.0,Medium,Medium,20K-50K,0.864,0.035,0.583,0.0,0.38,0.727,0.333,0.444,0.556,0.667,0.667,0.37,1.107,0.5,High_Engager,High_Value_Customer,Macro,0.047,4.851,0.0,0.022,3.311,0.0,0.909,0.369,0.0
Cust094,22.0,Female,Urban,Facebook,22486.0,8.53,0.22,272.21,0,4.0,1465.89,4.0,5.0,6.0,7.0,7.0,1.0,1.0,Medium,Medium,20K-50K,0.864,0.035,0.903,0.0,0.375,0.727,0.333,0.444,0.556,0.667,0.667,0.45,1.102,0.5,High_Engager,High_Value_Customer,Macro,0.031,4.851,0.0,0.015,3.279,0.0,0.906,0.367,0.0
Cust052,57.0,Female,Rural,Linkedin,32845.0,0.94,0.71,130.3,1,6.0,1474.57,9.0,4.0,4.0,10.0,5.0,0.0,0.0,Low,Medium,20K-50K,0.033,0.135,0.406,1.0,0.625,0.732,0.889,0.333,0.333,1.0,0.444,0.394,1.357,0.639,Low_Engager,High_Value_Customer,Mid-Tier,0.007,4.797,9.0,0.069,3.509,4.0,0.97,1.206,1.357
Cust011,53.0,Male,Urban,Twitter,10777.0,4.716605783866058,4.03,271.34,0,7.0,972.67,3.0,2.0,10.0,10.0,1.0,1.0,1.0,Low,Low,5K-20K,0.447,0.812,0.9,0.0,0.75,0.473,0.222,0.111,1.0,1.0,0.0,0.54,1.223,0.583,Medium_Engager,High_Value_Customer,Micro,0.017,5.301,0.0,0.011,1.392,0.0,0.934,0.272,0.0
Cust076,38.0,Female,Rural,Linkedin,19290.0,9.43,0.56,160.85,0,6.0,847.46,1.0,3.0,3.0,5.0,3.0,0.0,1.0,Low,Low,5K-20K,0.963,0.104,0.513,0.0,0.625,0.408,0.0,0.222,0.222,0.444,0.222,0.395,1.033,0.222,High_Engager,High_Value_Customer,Micro,0.058,4.797,0.0,0.006,3.846,0.0,0.709,0.0,1.033
Cust044,37.0,Male,Rural,Linkedin,799.0,5.77,0.46,296.31,0,4.0,742.96,2.0,5.0,8.0,6.0,6.0,0.0,0.0,Medium,Medium,0-1K,0.562,0.084,0.987,0.0,0.375,0.354,0.111,0.444,0.778,0.556,0.556,0.408,0.729,0.472,Medium_Engager,Standard_Customer,Mid-Tier,0.019,4.797,0.0,0.007,2.74,8.0,0.704,0.081,0.729
Cust027,59.0,Male,Rural,Linkedin,44180.0,3.07,4.48,165.47,1,1.0,1513.48,3.0,8.0,6.0,2.0,6.0,1.0,1.0,High,Medium,20K-50K,0.266,0.904,0.529,1.0,0.0,0.752,0.222,0.778,0.556,0.111,0.556,0.675,0.752,0.417,Low_Engager,Standard_Customer,Mid-Tier,0.018,4.797,3.0,0.018,0.182,0.0,0.674,0.167,0.0
Cust042,43.0,Male,Rural,Twitter,45336.0,4.716605783866058,3.96,119.17,0,5.0,905.55,10.0,1.0,2.0,1.0,8.0,0.0,1.0,Low,High,20K-50K,0.447,0.798,0.367,0.0,0.5,0.438,1.0,0.0,0.111,0.0,0.778,0.403,0.938,0.278,Medium_Engager,Standard_Customer,Macro,0.039,5.342,0.0,0.083,1.008,0.0,0.741,0.938,0.938
Cust022,50.0,Male,Urban,Linkedin,27743.0,7.4,2.6469365606763438,179.26,0,9.0,1856.58,7.0,9.0,1.0,7.0,3.0,1.0,0.0,High,Low,20K-50K,0.74,0.53,0.578,0.0,1.0,0.928,0.667,0.889,0.0,0.667,0.222,0.462,1.928,0.556,High_Engager,High_Value_Customer,Micro,0.041,4.365,0.0,0.039,2.468,1.0,1.201,1.286,0.0
Cust005,56.0,Male,Rural,Linkedin,17529.0,5.66,4.39,161.7,1,6.0,443.37,6.0,10.0,5.0,9.0,3.0,0.0,0.0,High,Low,5K-20K,0.55,0.886,0.516,1.0,0.625,0.2,0.556,1.0,0.444,0.889,0.222,0.738,0.825,0.722,Medium_Engager,Standard_Customer,Micro,0.035,4.797,6.0,0.037,1.113,5.0,0.628,0.459,0.825
Cust017,41.0,Male,Urban,Twitter,32452.0,1.31,4.65,189.84,0,3.0,846.61,5.0,3.0,2.0,7.0,5.0,0.0,0.0,Low,Medium,20K-50K,0.073,0.939,0.615,0.0,0.25,0.408,0.444,0.222,0.111,0.667,0.444,0.407,0.658,0.361,Low_Engager,Standard_Customer,Mid-Tier,0.007,5.301,0.0,0.026,0.531,2.0,0.506,0.292,0.658
Cust022,50.0,Male,Urban,Linkedin,27743.0,7.4,0.52,179.26,1,9.0,1856.58,7.0,9.0,1.0,7.0,3.0,1.0,0.0,High,Low,20K-50K,0.74,0.096,0.578,1.0,1.0,0.928,0.667,0.889,0.0,0.667,0.222,0.603,1.928,0.556,High_Engager,High_Value_Customer,Micro,0.041,4.365,7.0,0.039,5.921,1.0,1.201,1.286,0.0
